DATE,SITE,TREATMENT,SIZE,SCIENTIFIC_NAME,COMMON_NAME
11/18/19,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,NAPL,ANNUAL,3.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,3.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,4.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,4.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,4.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,2.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,3.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,4.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,4.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,4.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,4.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,5.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,5.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,5.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,7.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
11/18/19,NAPL,CONTROL,10,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,6.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,6.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,6.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
11/18/19,AQUE,ANNUAL,4.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
11/18/19,AQUE,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
